secuencia,grupo,sub_grupo,presta,corr,titulo,anes1,anesben1,anes2,anesben2,anes3,anesben3,equipo,pab,NOMBRE_PRESTACIÓN,total1,bene1,total2,bene2,total3,bene3,valcir11,valcir12,valcir13,valcir21,valcir22,valcir23,valcir31,valcir32,valcir33,valcir41,valcir42,valcir43,CODIGO_PRESTACIÓN
1165,5,1,106,0,5,0,0,0,0,0,0,0,0,VENTRICULOGRAFIA CARDIACA ISOTOPICA DE EQUILIBRIO CON       ,53390,26700,69410,42720,85420,58730,0,0,0,0,0,0,0,0,0,0,0,0,501106
1167,5,1,107,0,5,0,0,0,0,0,0,0,0,"POOL SANGUINEO, ARTERIOGRAFIA ISOTOPICA C/U                 ",24090,12050,31320,19280,38540,26500,0,0,0,0,0,0,0,0,0,0,0,0,501107
1168,5,1,108,0,5,0,0,0,0,0,0,0,0,LINFOCINTIGRAFIA ISOTOPICA (NO INCLUYE PROCEDIMIENTO)       ,72290,36150,93980,57840,115660,79520,0,0,0,0,0,0,0,0,0,0,0,0,501108
1169,5,1,109,0,5,0,0,0,0,0,0,0,0,POOL SANGUINEO SPECT                                        ,66550,33280,86520,53250,106480,73210,0,0,0,0,0,0,0,0,0,0,0,0,501109
1171,5,1,111,0,5,0,0,0,0,0,0,0,0,ESTUDIO MOTILIDAD ESOFAGICA Y/O REFLUJO GASTROESOFAGICO     ,52100,26050,67730,41680,83360,57310,0,0,0,0,0,0,0,0,0,0,0,0,501111
1172,5,1,112,0,5,0,0,0,0,0,0,0,0,VACIAMIENTO GASTRICO LIQUIDO O SOLIDO                       ,104690,52350,136100,83760,167500,115160,0,0,0,0,0,0,0,0,0,0,0,0,501112
1173,5,1,113,0,5,0,0,0,0,0,0,0,0,CINTIGRAFIA VESICULA Y VIA BILIAR                           ,114850,57430,149310,91890,183760,126340,0,0,0,0,0,0,0,0,0,0,0,0,501113
1174,5,1,114,0,5,0,0,0,0,0,0,0,0,DETECCION DE SITIO DE SANGRAMIENTO DIGESTIVO CON GLOBULOS   ,120540,60270,156700,96430,192860,132590,0,0,0,0,0,0,0,0,0,0,0,0,501114
1176,5,1,115,0,5,0,0,0,0,0,0,0,0,DETECCION DIVERTICULO MECKEL                                ,38870,19440,50530,31100,62190,42760,0,0,0,0,0,0,0,0,0,0,0,0,501115
1177,5,1,116,0,5,0,0,0,0,0,0,0,0,"SPECT HEPATOESPLENICO, EVALUACION HEMANGIOMA O HIPERPLASIA  ",107040,53520,139150,85630,171260,117740,0,0,0,0,0,0,0,0,0,0,0,0,501116
1179,5,1,138,0,5,0,0,0,0,0,0,0,0,CINTIGRAFIA DE GLANDULAS SALIVALES                          ,34170,17090,44420,27340,54670,37590,0,0,0,0,0,0,0,0,0,0,0,0,501138
1180,5,1,139,0,5,0,0,0,0,0,0,0,0,DACRIOCINTIGRAFIA                                           ,32790,16400,42630,26240,52460,36070,0,0,0,0,0,0,0,0,0,0,0,0,501139
1182,5,1,117,0,5,0,0,0,0,0,0,0,0,CINTIGRAFIA RENAL CON D.M.S.A.                              ,34730,17370,45150,27790,55570,38210,0,0,0,0,0,0,0,0,0,0,0,0,501117
1183,5,1,118,0,5,0,0,0,0,0,0,0,0,ESTUDIO DINAMICO RENAL CON TC 99 - DTPA                     ,51270,25640,66650,41020,82030,56400,0,0,0,0,0,0,0,0,0,0,0,0,501118
1184,5,1,119,0,5,0,0,0,0,0,0,0,0,ESTUDIO DINAMICO RENAL CON TC 99 - MAG 3 O EC               ,90260,45130,117340,72210,144420,99290,0,0,0,0,0,0,0,0,0,0,0,0,501119
1185,5,1,120,0,5,0,0,0,0,0,0,0,0,CISTOGRAFIA ISOTOPICA INDIRECTA                             ,35280,17640,45860,28220,56450,38810,0,0,0,0,0,0,0,0,0,0,0,0,501120
1186,5,1,121,0,5,0,0,0,0,0,0,0,0,"CISTOGRAFIA ISOTOPICA DIRECTA, A.C. 19-01-022               ",34730,17370,45150,27790,55570,38210,0,0,0,0,0,0,0,0,0,0,0,0,501121
1188,5,1,122,0,5,0,0,0,0,0,0,0,0,"CINTIGRAFIA PULMONAR PERFUSION O VENTILACION O DIFUSION, C/U",34730,17370,45150,27790,55570,38210,0,0,0,0,0,0,0,0,0,0,0,0,501122
1189,5,1,123,0,5,0,0,0,0,0,0,0,0,CINTIGRAFIA Y ESTUDIO ASPIRACION PULMONAR                   ,37100,18550,48230,29680,59360,40810,0,0,0,0,0,0,0,0,0,0,0,0,501123
1191,5,1,124,0,5,0,0,0,0,0,0,0,0,SPECT CEREBRAL DE PERFUSION (NO INCLUYE RADIOFARMACO)       ,72980,36490,94870,58380,116770,80280,0,0,0,0,0,0,0,0,0,0,0,0,501124
1192,5,1,125,0,5,0,0,0,0,0,0,0,0,"ESTUDIO DINAMICO SISTEMA NERVIOSO (RADIOCISTERNOGRAFIA,     ",70530,35270,91690,56430,112850,77590,0,0,0,0,0,0,0,0,0,0,0,0,501125
1197,5,1,126,0,5,0,0,0,0,0,0,0,0,"CINTIGRAFIA EVALUACION INFECCIONES (LEUCOCITOS, INFECTON,   ",72240,36120,93910,57790,115580,79460,0,0,0,0,0,0,0,0,0,0,0,0,501126
1200,5,1,127,0,5,0,0,0,0,0,0,0,0,CINTIGRAFIA CON GALIO-67 PLANAR INFECCION (NO INCLUYE       ,65550,32780,85220,52450,104880,72110,0,0,0,0,0,0,0,0,0,0,0,0,501127
1203,5,1,128,0,5,0,0,0,0,0,0,0,0,"DETECCION Y/O MARCACION DE GANGLIO CENTINELA, NO INCLUYE,   ",74410,37210,96730,59530,119060,81860,0,0,0,0,0,0,0,0,0,0,0,0,501128
1205,5,1,129,0,5,0,0,0,0,0,0,0,0,"CINTIGRAFIA CON GALIO-67 PLANAR Y SPECT, PARA ESTUDIO DE    ",168950,84480,219640,135170,270320,185850,0,0,0,0,0,0,0,0,0,0,0,0,501129
1207,5,1,130,0,5,0,0,0,0,0,0,0,0,EXPLORACION SISTEMICA CON I-131 (INCLUYE MEDICIONES FASE    ,104160,52080,135410,83330,166660,114580,0,0,0,0,0,0,0,0,0,0,0,0,501130
1209,5,1,131,0,5,0,0,0,0,0,0,0,0,ESTUDIO GLANDULAS MAMARIAS (MAMOCINTIGRAFIA) (NO INCLUYE    ,43690,21850,56800,34960,69900,48060,0,0,0,0,0,0,0,0,0,0,0,0,501131
1211,5,1,132,0,5,0,0,0,0,0,0,0,0,"ESTUDIO DE TUMORES (ANTICUERPOS MONOCLONALES, OCTREOSCAN,   ",138880,69440,180540,111100,222210,152770,0,0,0,0,0,0,0,0,0,0,0,0,501132
1214,5,1,133,0,5,0,0,0,0,0,0,0,0,"SPECT - TOMOGRAFIA POR EMISION FOTON UNICO, CUALQUIER       ",58330,29170,75830,46670,93330,64170,0,0,0,0,0,0,0,0,0,0,0,0,501133
1217,5,1,134,0,5,0,0,0,0,0,0,0,0,"DENSITOMETRIA OSEA A FOTON DOBLE, COLUMNA Y CADERA          ",34730,17370,45150,27790,55570,38210,0,0,0,0,0,0,0,0,0,0,0,0,501134
1221,5,1,135,0,5,0,0,0,0,0,0,0,0,PET-CT                                                      ,733490,366750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501135
1224,5,2,1,0,5,0,0,0,0,0,0,0,0,DOSIS TERAPEUTICAS CON I-131 HASTA 30 MCI.                  ,80960,40480,105250,64770,129540,89060,0,0,0,0,0,0,0,0,0,0,0,0,502001
1225,5,2,2,0,5,0,0,0,0,0,0,0,0,DOSIS TERAPEUTICAS CON I-131 ENTRE 31 A 100 MCI.            ,156250,78130,203130,125010,250000,171880,0,0,0,0,0,0,0,0,0,0,0,0,502002
1226,5,2,3,0,5,0,0,0,0,0,0,0,0,DOSIS TERAPEUTICAS CON I-131 ENTRE 101 A 200 MCI.           ,282160,141080,366810,225730,451460,310380,0,0,0,0,0,0,0,0,0,0,0,0,502003
1227,5,2,4,0,5,0,0,0,0,0,0,0,0,DOSIS TERAPEUTICAS CON I-131 ENTRE 201 A 300 MCI.           ,388650,194330,505250,310930,621840,427520,0,0,0,0,0,0,0,0,0,0,0,0,502004
1228,5,2,5,0,5,0,0,0,0,0,0,0,0,TERAPIA PALIATIVA DEL DOLOR CON RADIOISOTOPOS (NO INCLUYE   ,36740,18370,47760,29390,58780,40410,0,0,0,0,0,0,0,0,0,0,0,0,502005
1233,6,1,101,0,5,0,0,0,0,0,0,0,0,EVALUACION KINESIOLOGICA INTEGRAL                           ,2100,1050,2730,1680,3360,2310,0,0,0,0,0,0,0,0,0,0,0,0,601101
1234,6,1,105,0,5,0,0,0,0,0,0,0,0,ATENCION KINESIOLOGICA INTEGRAL AMBULATORIA                 ,6490,3250,8440,5200,10380,7140,0,0,0,0,0,0,0,0,0,0,0,0,601105
1235,6,1,106,0,5,0,0,0,0,0,0,0,0,ATENCION KINESIOLOGICA INTEGRAL DOMICILIARIA                ,8150,4080,10600,6530,13040,8970,0,0,0,0,0,0,0,0,0,0,0,0,601106
1236,6,1,103,0,5,0,0,0,0,0,0,0,0,ATENCION KINESIOLOGICA INTEGRAL EN PACIENTES HOSPITALIZADOS ,7110,3560,9240,5690,11380,7830,0,0,0,0,0,0,0,0,0,0,0,0,601103
1237,6,1,104,0,5,0,0,0,0,0,0,0,0,ATENCION KINESIOLOGICA INTEGRAL UPC (INTENSIVO E INTERMEDIO),13430,6720,17460,10750,21490,14780,0,0,0,0,0,0,0,0,0,0,0,0,601104
1242,6,2,1,0,5,0,0,0,0,0,0,0,0,ATENCION INTEGRAL DE TERAPIA OCUPACIONAL                    ,5740,2870,7460,4590,9180,6310,0,0,0,0,0,0,0,0,0,0,0,0,602001
1243,6,2,2,0,5,0,0,0,0,0,0,0,0,INTERVENCION DE TERAPIA OCUPACIONAL EN AYUDAS TECNICAS Y    ,5270,2640,6850,4220,8430,5800,0,0,0,0,0,0,0,0,0,0,0,0,602002
1245,6,2,3,0,5,0,0,0,0,0,0,0,0,INTERVENCION TERAPIA OCUPACIONAL EN ACTIVIDADES DE LA VIDA  ,2680,1340,3480,2140,4290,2950,0,0,0,0,0,0,0,0,0,0,0,0,602003
1248,6,8,101,0,5,0,0,0,0,0,0,0,0,TELEREHABILITACION: EVALUACION KINESIOLOGICA INTEGRAL       ,1800,900,2340,1440,2880,1980,0,0,0,0,0,0,0,0,0,0,0,0,608101
1249,6,8,102,0,5,0,0,0,0,0,0,0,0,TELEREHABILITACION: ATENCION KINESIOLOGICA INTEGRAL         ,5520,2760,7180,4420,8830,6070,0,0,0,0,0,0,0,0,0,0,0,0,608102
1250,6,8,201,0,5,0,0,0,0,0,0,0,0,TELEREHABILITACION: ATENCION INTEGRAL DE TERAPIA OCUPACIONAL,4870,2440,6330,3900,7790,5360,0,0,0,0,0,0,0,0,0,0,0,0,608201
1251,6,8,202,0,5,0,0,0,0,0,0,0,0,TELEREHABILITACION: INTERVENCION DE TERAPIA OCUPACIONAL EN  ,4490,2250,5840,3600,7180,4940,0,0,0,0,0,0,0,0,0,0,0,0,608202
1253,6,8,203,0,5,0,0,0,0,0,0,0,0,TELEREHABILITACION: INTERVENCION TERAPIA OCUPACIONAL EN     ,2270,1140,2950,1820,3630,2500,0,0,0,0,0,0,0,0,0,0,0,0,608203
1267,7,2,101,0,5,0,0,0,0,0,0,0,0,PRODUCCION DE GLOBULO ROJO                                  ,28300,14150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702101
1268,7,2,102,0,5,0,0,0,0,0,0,0,0,PRODUCCION DE CONCENTRADO DE PLAQUETAS ESTANDAR             ,6680,3340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702102
1269,7,2,103,0,5,0,0,0,0,0,0,0,0,PRODUCCION DE PLASMA O CRIOPRECIPITADO                      ,6060,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702103
1270,7,2,104,0,5,0,0,0,0,0,0,0,0,PRODUCCION DE CONCENTRADO DE PLAQUETAS POR AFERESIS         ,351690,175850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702104
1272,7,2,105,0,5,0,0,0,0,0,0,0,0,PRODUCCION DE CONCENTRADO DE GLOBULOS ROJOS POR AFERESIS    ,326850,163430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702105
1274,7,2,106,0,5,0,0,0,0,0,0,0,0,PRODUCCION DE CONCENTRADO DE  LEUCOCITOS POR AFERESIS       ,401340,200670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702106
1276,7,2,107,0,5,0,0,0,0,0,0,0,0,PRODUCCION DE CONCENTRADO DE  PLASMA POR AFERESIS AUTOMATICA,326850,163430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702107
1277,7,2,108,0,5,0,0,0,0,0,0,0,0,PRODUCCION DE CELULAS PROGENITORAS HEMATOPOYETICA POR       ,726290,363150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702108
1279,7,2,109,0,5,0,0,0,0,0,0,0,0,IRRADIACION DE COMPONENTE SANGUINEO POR UNIDAD              ,4230,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702109
1280,7,2,110,0,5,0,0,0,0,0,0,0,0,FILTRACION DE GLOBULOS ROJOS O PLAQUETAS (INCLUYE FILTRO    ,39930,19970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702110
1284,7,2,201,0,5,0,0,0,0,0,0,0,0,"CALIFICACION MICROBIOLOGICA POR DONANTE ESTUDIADO,          ",30050,15030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702201
1287,7,2,202,0,5,0,0,0,0,0,0,0,0,"CALIFICACION INMUNOHEMATOLOGICA POR DONANTE ESTUDIADO ,     ",14550,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702202
1290,7,2,203,0,5,0,0,0,0,0,0,0,0,PRUEBA DE COMPATIBILIDAD POR UNIDAD DE GLOBULOS ROJOS       ,3320,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702203
1292,7,2,204,0,5,0,0,0,0,0,0,0,0,FENOTIPIFICACION OTROS ANTIGENOS DE GRUPOS SANGUINEOS POR   ,14050,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702204
1294,7,2,205,0,5,0,0,0,0,0,0,0,0,TITULACION DE ANTICUERPOS IRREGULARES ERITROCITARIOS        ,30330,15170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702205
1295,7,2,206,0,5,0,0,0,0,0,0,0,0,GENOTIPIFICACION D VARIANTE (INCLUYE D PARCIAL Y DEBIL)     ,90520,45260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702206
1296,7,2,207,0,5,0,0,0,0,0,0,0,0,DETECCION DE ANTICUERPOS IRREGULARES ERITROCITARIOS         ,3730,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702207
1297,7,2,208,0,5,0,0,0,0,0,0,0,0,GRUPOS MENORES. TIPIFICACION O DETECCION DE OTROS ANTIGENOS ,3980,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702208
1299,7,2,209,0,5,0,0,0,0,0,0,0,0,SUBGRUPO ABO                                                ,4100,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702209
1301,7,2,301,0,5,0,0,0,0,0,0,0,0,TRANSFUSION EN ADULTO POR UNIDAD O SUBUNIDAD DE GLOBULOS    ,11800,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702301
1307,7,2,302,0,5,0,0,0,0,0,0,0,0,TRANSFUSION EN NIÑO POR UNIDAD O SUBUNIDAD DE GLOBULOS      ,14210,7110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702302
1313,7,2,303,0,5,0,0,0,0,0,0,0,0,"TRANSFUSION POR UNIDAD DE GLOBULOS ROJOS, O UNIDAD O POOL   ",17030,8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702303
1319,7,2,304,0,5,0,0,0,0,0,0,0,0,SANGRIA (CONSIDERA EL COBRO DE UNA PRESTACION POR CADA      ,9280,4640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702304
1321,7,2,305,0,5,0,0,0,0,0,0,0,0,RECAMBIO PLASMATICO POR AFERESIS TERAPEUTICA                ,336310,168160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702305
1322,7,2,306,0,5,0,0,0,0,0,0,0,0,DEPLECION LEUCOCITARIA POR AFERESIS TERAPEUTICA             ,336310,168160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702306
1323,7,2,307,0,5,0,0,0,0,0,0,0,0,DEPLECION PLAQUETARIA POR AFERESIS TERAPEUTICA              ,336310,168160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702307
1324,7,2,308,0,5,0,0,0,0,0,0,0,0,ERITROFERESIS POR AFERESIS TERAPEUTICA                      ,336310,168160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702308
1325,7,2,309,0,5,0,0,0,0,0,0,0,0,FOTOFERESIS TERAPEUTICA                                     ,1378500,689250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702309
1328,7,3,1,0,5,0,0,0,0,0,0,0,0,BUSQUEDA E IDENTIFICACION DE DONANTE NO EMPARENTADO DE      ,1403270,701640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703001
1331,7,3,2,0,5,0,0,0,0,0,0,0,0,EXAMENES CONFIRMATORIOS DE IDONEIDAD DE DONANTE NO          ,929200,464600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703002
1334,7,3,3,0,5,0,0,0,0,0,0,0,0,PROCURAMIENTO DE INJERTO DE PRECURSORES HEMATOPOYETICOS DE  ,30466680,15233340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703003
1336,7,3,4,0,5,0,0,0,0,0,0,0,0,PROCURAMIENTO DE INJERTO DE PRECURSORES HEMATOPOYETICOS DE  ,37209030,18604520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703004
1338,7,3,5,0,5,0,0,0,0,0,0,0,0,PROCURAMIENTO DE INJERTO DE PRECURSORES HEMATOPOYETICOS DE  ,28045260,14022630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703005
1340,7,3,6,0,5,0,0,0,0,0,0,0,0,ADQUISICION  DE INJERTO SANGRE DE CORDON (BANCO NACIONAL)   ,29331680,14665840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703006
1342,7,4,17,0,5,0,0,0,0,0,0,0,0,PARCHE DE 5X5 CM (25 CM2 C/U) PIEL DE DONANTE               ,83510,41760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704017
1343,7,4,18,0,5,0,0,0,0,0,0,0,0,PARCHE DE 5X10 CM (50 CM2 C/U) PIEL DE DONANTE              ,170610,85310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704018
1344,7,4,19,0,5,0,0,0,0,0,0,0,0,PARCHE DE 10X10 CM (100 CM2 C/U) PIEL DE DONANTE            ,282100,141050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704019
1345,7,4,20,0,5,0,0,0,0,0,0,0,0,PARCHE DE 10X10 CM (100 CM2 C/U) AMNIOS                     ,121920,60960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704020
1346,7,4,21,0,5,0,0,0,0,0,0,0,0,PARCHE DE 5X10 CM (50 CM2 C/U) AMNIOS                       ,65020,32510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704021
1347,7,4,22,0,5,0,0,0,0,0,0,0,0,PARCHE DE 5X5 CM (25 CM2 C/U) AMNIOS                        ,32520,16260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704022
1348,7,4,23,0,5,0,0,0,0,0,0,0,0,PARCHE DE 2X2 CM (4 CM2 C/U) AMNIOS                         ,5420,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704023
1349,7,4,24,0,5,0,0,0,0,0,0,0,0,"CUBO DE TEJIDO OSEO (LIOFILIZADO/CONGELADO), C/U            ",37350,18680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704024
1350,7,4,25,0,5,0,0,0,0,0,0,0,0,"RODAJA DE TEJIDO OSEO (LIOFILIZADO/CONGELADO), C/U          ",214970,107490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704025
1351,7,4,26,0,5,0,0,0,0,0,0,0,0,"TABLILLA DE TEJIDO OSEO (LIOFILIZADO/CONGELADO), C/U        ",63730,31870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704026
1352,7,4,28,0,5,0,0,0,0,0,0,0,0,MICROFRAGMENTADO O GRANULADO (1 GR) DE TEJIDO OSEO          ,271180,135590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704028
1354,7,4,29,0,5,0,0,0,0,0,0,0,0,"FRAGMENTO DE HUESO LARGO ( O DE SOPORTE), C/U               ",607810,303910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704029
1355,7,4,30,0,5,0,0,0,0,0,0,0,0,"VALVULAS CARDIACAS, CADA VALVULA                            ",733950,366980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704030
1356,7,4,31,0,5,0,0,0,0,0,0,0,0,"HOMOINJERTOS SEGMENTOS VASCULARES, POR SEGMENTO             ",108730,54370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704031
1357,7,4,32,0,5,0,0,0,0,0,0,0,0,CORNEA DE DONANTE                                           ,679340,339670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704032
1360,8,1,1,0,5,0,0,0,0,0,0,0,0,"CITODIAGNOSTICO CORRIENTE, EXFOLIATIVA (PAPANICOLAU) (POR   ",6480,3240,8420,5180,10370,7130,0,0,0,0,0,0,0,0,0,0,0,0,801001
1362,8,1,2,0,5,0,0,0,0,0,0,0,0,CITOLOGIA NO GINECOLOGICA (POR CADA PLACA O FRASCO) (MAXIMO ,9440,4720,12270,7550,15100,10380,0,0,0,0,0,0,0,0,0,0,0,0,801002
1364,8,1,3,0,5,0,0,0,0,0,0,0,0,** ESTUDIO HISTOPATOLOGICO CON MICROSCOPIA ELECTRONICA (POR ,38000,19000,49400,30400,60800,41800,0,0,0,0,0,0,0,0,0,0,0,0,801003
1366,8,1,4,0,5,0,0,0,0,0,0,0,0,** ESTUDIO HISTOPATOLOGICO CON TECNICAS DE                  ,28060,14030,36480,22450,44900,30870,0,0,0,0,0,0,0,0,0,0,0,0,801004
1369,8,1,5,0,5,0,0,0,0,0,0,0,0,"** ESTUDIO HISTOPATOLOGICO CON TECNICAS HISTOQUIMICAS,      ",20510,10260,26660,16410,32820,22570,0,0,0,0,0,0,0,0,0,0,0,0,801005
1371,8,1,6,0,5,0,0,0,0,0,0,0,0,CONSULTA INTRAOPERATORIA (POR CADA MUESTRA / TEJIDO O       ,27260,13630,35440,21810,43620,29990,0,0,0,0,0,0,0,0,0,0,0,0,801006
1373,8,1,7,0,5,0,0,0,0,0,0,0,0,ESTUDIO HISTOPATOLOGICO CON TINCION CORRIENTE DE BIOPSIA    ,27260,13630,35440,21810,43620,29990,0,0,0,0,0,0,0,0,0,0,0,0,801007
1377,8,1,8,0,5,0,0,0,0,0,0,0,0,ESTUDIO HISTOPATOLOGICO DE BIOPSIA DIFERIDA (POR CADA       ,14130,7070,18370,11310,22610,15550,0,0,0,0,0,0,0,0,0,0,0,0,801008
1379,8,1,9,0,5,0,0,0,0,0,0,0,0,"NECROPSIA DE ADULTO O NIÑO, CON ESTUDIO HISTOPATOLOGICO     ",71820,35910,93370,57460,114910,79000,0,0,0,0,0,0,0,0,0,0,0,0,801009
1381,8,1,10,0,5,0,0,0,0,0,0,0,0,"NECROPSIA DE FETO O RECIEN NACIDO, CON ESTUDIO              ",61480,30740,79920,49180,98370,67630,0,0,0,0,0,0,0,0,0,0,0,0,801010
1383,8,1,11,0,5,0,0,0,0,0,0,0,0,PCR TIEMPO REAL PARA MARCADORES TUMORALES EN CORTES         ,445880,222940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801011
1385,8,1,12,0,5,0,0,0,0,0,0,0,0,TECNICA INMUNOHISTOQUIMICA PARA MARCADORES TUMORALES ( ALK- ,155010,77510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801012
1387,8,1,13,0,5,0,0,0,0,0,0,0,0,"HIBRIDACION IN SITU EN CORTE DE TEJIDO EN PARAFINA,         ",274240,137120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801013
1394,9,1,1,0,5,0,0,0,0,0,0,0,0,CONTROL PACIENTE PSIQUIATRICO CRONICO;MAX.2 CONTROLES AL MES,26580,13290,34550,21260,42530,29240,0,0,0,0,0,0,0,0,0,0,0,0,901001
1395,9,1,2,0,5,0,0,0,0,0,0,0,0,DESINTOXICACION O DESHABITUACION EN PACIENTES               ,26580,13290,34550,21260,42530,29240,0,0,0,0,0,0,0,0,0,0,0,0,901002
1399,9,1,3,0,5,0,0,0,0,0,0,0,0,SESION DE TERAPIA ELECTROCONVULSIVANTE (HASTA 6 SESIONES    ,26580,13290,34550,21260,42530,29240,0,0,0,0,0,0,0,0,0,0,0,0,901003
1401,9,1,5,0,5,0,0,0,0,0,0,0,0,"ATENCION PSIQUIATRICA O PSICOTERAPIA DE FAMILIA,            ",26580,13290,34550,21260,42530,29240,0,0,0,0,0,0,0,0,0,0,0,0,901005
1404,9,1,10,0,5,0,0,0,0,0,0,0,0,PSICOTERAPIA DE PAREJA (POR CADA MIEMBRO DE LA PAREJA)      ,13290,6650,17280,10640,21260,14620,0,0,0,0,0,0,0,0,0,0,0,0,901010
1406,9,2,1,0,5,0,0,0,0,0,0,0,0,CONSULTA PSICOLOGO CLINICO (SESIONES 45')                   ,11630,5820,15120,9310,18610,12800,0,0,0,0,0,0,0,0,0,0,0,0,902001
1407,9,2,2,0,5,0,0,0,0,0,0,0,0,PSICOTERAPIA INDIVIDUAL                                     ,11630,5820,15120,9310,18610,12800,0,0,0,0,0,0,0,0,0,0,0,0,902002
1408,9,2,3,0,5,0,0,0,0,0,0,0,0,SESION DE PSICOTERAPIA DE PAREJA (CON AMBOS MIEMBROS)       ,11630,5820,15120,9310,18610,12800,0,0,0,0,0,0,0,0,0,0,0,0,902003
1410,9,2,10,0,5,0,0,0,0,0,0,0,0,TEST DE RORSCHACH                                           ,29330,14670,38130,23470,46930,32270,0,0,0,0,0,0,0,0,0,0,0,0,902010
1411,9,2,11,0,5,0,0,0,0,0,0,0,0,TEST DE RELACIONES OBJETALES                                ,23160,11580,30110,18530,37060,25480,0,0,0,0,0,0,0,0,0,0,0,0,902011
1412,9,2,12,0,5,0,0,0,0,0,0,0,0,"TEST DE APERCEPCION TEMATICA, T.A.T., C.A.T.-H O C.A.T.-A.  ",22240,11120,28910,17790,35580,24460,0,0,0,0,0,0,0,0,0,0,0,0,902012
1413,9,2,13,0,5,0,0,0,0,0,0,0,0,TEST DE EDWARDS                                             ,10890,5450,14160,8720,17420,11980,0,0,0,0,0,0,0,0,0,0,0,0,902013
1414,9,2,14,0,5,0,0,0,0,0,0,0,0,TEST DE M.M.P.I.                                            ,10450,5230,13590,8370,16720,11500,0,0,0,0,0,0,0,0,0,0,0,0,902014
1416,9,2,15,0,5,0,0,0,0,0,0,0,0,"TEST DE WECHSLER, WAIS, WISC O WPPSI                        ",17030,8520,22140,13630,27250,18740,0,0,0,0,0,0,0,0,0,0,0,0,902015
1417,9,2,16,0,5,0,0,0,0,0,0,0,0,TEST DE DOMINO O TEST DE RAVEN                              ,10890,5450,14160,8720,17420,11980,0,0,0,0,0,0,0,0,0,0,0,0,902016
